USDA,"Sausage, Berliner, pork, beef - 1 oz",513fcc648110a4cafb90ca5e,513fceb475b8dbbc21000c97,NULL,3,NULL,NULL,65,43,4,1,NULL,0,2,13,367,0,0,0,4,0,0,0,1,NULL,1,oz,28,2013-06-28T10:53:50-04:00
USDA,"Cereals, oats, instant, fortified, plain, dry - 1 packet",513fcc648110a4cafb90ca5e,513fceb475b8dbbc21000e4e,NULL,3,NULL,NULL,101,17,1,0,NULL,0,0,0,61,19,2,0,3,14,0,9,38,NULL,1,packet,28,2013-06-28T10:53:50-04:00
USDA,"Pork, fresh, variety meats and by-products, spleen, raw - 4 oz",513fcc648110a4cafb90ca5e,513fceb575b8dbbc210012b0,NULL,3,NULL,NULL,112,26,2,0,NULL,0,0,410,110,0,0,0,20,0,53,1,140,NULL,4,oz,113,2013-06-28T10:53:50-04:00
USDA,"Oil, oat - 1 tbsp",513fcc648110a4cafb90ca5e,513fceb475b8dbbc21000693,NULL,3,NULL,NULL,120,122,13,2,NULL,5,4,0,0,0,0,0,0,0,0,0,0,NULL,1,tbsp,13,2013-06-28T10:53:50-04:00
USDA,"Beef, shoulder pot roast or steak, boneless, separable lean only, trimmed to 0"" fat, all grades, raw - 1 roast",513fcc648110a4cafb90ca5e,513fceb575b8dbbc21001c16,NULL,3,NULL,NULL,1618,484,53,21,NULL,3,27,855,960,0,0,0,284,1,0,15,193,NULL,1,roast,1316,2013-06-28T10:53:50-04:00
USDA,"Bread, wheat - 1 slice",513fcc648110a4cafb90ca5e,513fceb675b8dbbc21002699,NULL,3,NULL,NULL,78,8,0,0,NULL,0,0,0,150,14,1,1,3,0,0,4,5,NULL,1,slice,29,2013-06-28T10:53:50-04:00
USDA,"Fish, butterfish, raw - 3 oz",513fcc648110a4cafb90ca5e,513fceb675b8dbbc21001f7f,NULL,3,NULL,NULL,124,61,6,2,NULL,0,2,55,75,0,0,0,14,1,0,1,2,NULL,3,oz,85,2013-06-28T10:53:50-04:00
USDA,"Seeds, cottonseed meal, partially defatted (glandless) - 1 oz",513fcc648110a4cafb90ca5e,513fceb575b8dbbc210019e3,NULL,3,NULL,NULL,104,12,1,0,NULL,0,0,0,10,10,0,0,13,2,1,14,21,NULL,1,oz,28,2013-06-28T10:53:50-04:00
USDA,"Beans, snap, canned, all styles, seasoned, solids and liquids - 0.5 cup",513fcc648110a4cafb90ca5e,513fceb575b8dbbc2100147f,NULL,3,NULL,NULL,18,2,0,0,NULL,0,0,0,425,3,1,0,0,11,5,2,2,NULL,0,cup,114,2013-06-28T10:53:50-04:00
USDA,"Butter, without salt - 1 tbsp",513fcc648110a4cafb90ca5e,513fceb375b8dbbc21000175,NULL,3,NULL,NULL,101,103,11,7,NULL,0,2,30,1,0,0,0,0,7,0,0,0,NULL,1,tbsp,14,2013-06-28T10:53:50-04:00
USDA,"Fast foods, biscuit, with egg, cheese, and bacon - 1 item",513fcc648110a4cafb90ca5e,513fceb775b8dbbc21002e5c,NULL,3,NULL,NULL,436,228,25,8,NULL,2,11,240,1183,35,0,2,17,8,0,14,12,NULL,1,item,145,2013-06-28T10:53:50-04:00
USDA,"Beef, tenderloin, steak, separable lean and fat, trimmed to 0"" fat, all grades, cooked, broiled - 3 oz",513fcc648110a4cafb90ca5e,513fceb575b8dbbc21001bbd,NULL,3,NULL,NULL,185,85,9,3,NULL,0,3,73,47,0,0,0,23,0,0,1,8,NULL,3,oz,85,2013-06-28T10:53:50-04:00
USDA,"Carrot juice, canned - 1 fl oz",513fcc648110a4cafb90ca5e,513fceb575b8dbbc210017bd,NULL,3,NULL,NULL,11,0,0,0,NULL,0,0,0,19,2,0,1,0,112,4,0,0,NULL,1,fl oz,29,2013-06-28T10:53:50-04:00
USDA,"Babyfood, vegetables, sweet potatoes, junior - 1 jar Beech-Nut Stage 3 (6 oz)",513fcc648110a4cafb90ca5e,513fceb375b8dbbc210003ac,NULL,3,NULL,NULL,102,1,0,0,NULL,0,0,0,30,23,2,7,1,225,27,2,3,NULL,1,jar Beech-Nut Stage 3 (6 oz),170,2013-06-28T10:53:50-04:00
USDA,"Beef, tenderloin, steak, separable lean and fat, trimmed to 0"" fat, all grades, cooked, broiled - 3 oz",513fcc648110a4cafb90ca5e,513fceb575b8dbbc21001bbd,NULL,3,NULL,NULL,185,85,9,3,NULL,0,3,73,47,0,0,0,23,0,0,1,8,NULL,3,oz,85,2013-06-28T10:53:50-04:00
USDA,"Onions, frozen, chopped, cooked, boiled, drained, with salt - 0.5 cup, chopped or diced",513fcc648110a4cafb90ca5e,513fceb575b8dbbc21001882,NULL,3,NULL,NULL,27,0,0,0,NULL,0,0,0,260,6,1,3,0,0,4,1,1,NULL,0,"cup, chopped or diced",105,2013-06-28T10:53:50-04:00
